client_id,portfolio_name,investment_goal,initial_investment,creation_date
3325,Global Equity,Wealth Creation,4942541.33,2019-03-29
5913,Tax Saving,Education,124525.31,2018-10-08
5913,Wealth Creation,Wealth Creation,2624920.3,2022-04-09
5913,Aggressive Growth,Wealth Creation,2344899.51,2021-04-13
5913,Tax Saving,Capital Appreciation,2261932.81,2019-01-11
5886,Education Fund,Tax Saving,3185354.94,2021-04-06
4936,Education Fund,Capital Appreciation,1302937.16,2022-05-23
4936,Dividend Income,Retirement,2410896.85,2025-06-16
4936,Balanced Portfolio,Capital Appreciation,3439378.42,2021-07-11
5983,Balanced Portfolio,Retirement,457729.24,2024-02-26
5983,Education Fund,Tax Saving,2074400.79,2023-01-03
5983,Emergency Fund,Wealth Creation,2033587.35,2021-11-08
5983,Tax Saving,Tax Saving,1177584.46,2023-12-22
7642,Education Fund,Education,2813299.96,2021-08-18
6665,Tax Saving,Income,4413912.26,2025-04-25
6665,Emergency Fund,Tax Saving,71121.18,2026-04-11
6665,Balanced Portfolio,Retirement,4741808.35,2026-04-09
4742,Long Term Growth,Tax Saving,3559087.28,2024-04-22
4742,Global Equity,Retirement,374748.71,2022-03-01
4742,Balanced Portfolio,Education,4702312.31,2019-11-03
4742,Balanced Portfolio,Income,962028.67,2019-09-29
7126,Education Fund,Income,290460.85,2021-07-17
3822,Retirement Portfolio,Wealth Creation,1923690.44,2025-09-19
3822,Tax Saving,Income,761659.16,2022-05-30
3822,Education Fund,Retirement,3931540.47,2019-01-27
6916,Dividend Income,Income,4460570.36,2023-09-07
6916,Balanced Portfolio,Tax Saving,2192536.16,2025-07-09
6916,Wealth Creation,Capital Appreciation,3509864.27,2020-06-02
6916,Aggressive Growth,Capital Appreciation,3473824.1,2023-10-19
6381,Balanced Portfolio,Education,3090846.94,2021-04-13
7722,Aggressive Growth,Income,2456594.04,2026-03-07
7722,Wealth Creation,Retirement,2935965.53,2025-01-25
7722,Aggressive Growth,Capital Appreciation,3649983.87,2024-01-14
7335,Balanced Portfolio,Capital Appreciation,4959509.23,2024-09-19
7335,Tax Saving,Education,3023987.95,2023-08-31
7335,Wealth Creation,Retirement,4948474.2,2020-02-27
2926,Emergency Fund,Capital Appreciation,3349224.79,2022-05-09
2926,Tax Saving,Retirement,190288.42,2025-10-05
2926,Long Term Growth,Retirement,116027.78,2021-01-03
2926,Retirement Portfolio,Retirement,1838108.38,2022-07-12
5489,Long Term Growth,Wealth Creation,3270973.03,2021-05-21
5489,Long Term Growth,Retirement,235520.54,2023-06-30
5489,Education Fund,Wealth Creation,915274.6,2021-04-21
4237,Balanced Portfolio,Capital Appreciation,1979857.84,2019-07-03
4237,Aggressive Growth,Education,3638539.38,2018-12-23
4237,Aggressive Growth,Capital Appreciation,3931505.31,2025-02-03
4237,Education Fund,Capital Appreciation,355011.84,2025-09-17
6775,Education Fund,Wealth Creation,1265757.34,2025-01-05
6775,Long Term Growth,Education,617581.8,2021-11-08
6775,Tax Saving,Capital Appreciation,3790425.5,2024-04-10
6775,Retirement Portfolio,Capital Appreciation,4387747.75,2025-11-17
5724,Wealth Creation,Retirement,3660481.95,2022-06-23
5724,Wealth Creation,Education,1115107.15,2018-09-08
5724,Retirement Portfolio,Education,1820854.2,2026-04-15
5320,Tax Saving,Income,3262754.97,2022-08-18
5320,Balanced Portfolio,Income,4428573.91,2021-04-16
5320,Emergency Fund,Education,879258.91,2025-06-26
5320,Dividend Income,Income,4049882.95,2025-08-09
7487,Dividend Income,Wealth Creation,3937753.92,2026-01-24
7228,Dividend Income,Income,1555739.98,2025-06-17
7228,Education Fund,Capital Appreciation,2168381.63,2024-09-24
7228,Emergency Fund,Tax Saving,1900651.0,2020-04-08
7228,Retirement Portfolio,Income,213692.11,2022-06-18
3610,Emergency Fund,Education,4066942.37,2019-06-03
3610,Tax Saving,Tax Saving,1970213.91,2024-04-17
3610,Retirement Portfolio,Education,2524729.54,2019-07-29
3610,Dividend Income,Wealth Creation,3938594.88,2025-11-30
7473,Dividend Income,Wealth Creation,3970916.68,2024-08-18
7135,Wealth Creation,Income,2366147.8,2022-12-08
7135,Wealth Creation,Education,4294924.02,2019-01-29
7135,Aggressive Growth,Education,2752570.19,2019-11-23
7135,Retirement Portfolio,Tax Saving,1814442.83,2020-03-04
6021,Aggressive Growth,Retirement,880341.4,2026-01-24
6021,Education Fund,Capital Appreciation,4031321.45,2024-10-30
6021,Long Term Growth,Retirement,1176270.75,2019-02-01
6021,Tax Saving,Tax Saving,1283462.79,2020-09-19
6881,Balanced Portfolio,Tax Saving,946679.86,2026-05-25
6881,Education Fund,Education,4880330.18,2022-09-11
6271,Emergency Fund,Education,278896.07,2023-01-04
6992,Global Equity,Capital Appreciation,3761970.66,2019-02-21
6992,Balanced Portfolio,Capital Appreciation,3486203.17,2023-11-25
6992,Wealth Creation,Wealth Creation,4424763.33,2019-05-24
2861,Balanced Portfolio,Wealth Creation,1172808.34,2026-05-25
4119,Tax Saving,Wealth Creation,2633655.73,2018-12-05
4119,Wealth Creation,Capital Appreciation,178690.83,2024-06-13
7838,Aggressive Growth,Wealth Creation,3945759.47,2022-06-24
7838,Global Equity,Wealth Creation,794007.06,2023-05-05
6171,Global Equity,Tax Saving,1608153.64,2025-12-13
6171,Wealth Creation,Income,4538418.26,2025-09-18
3059,Emergency Fund,Retirement,1732935.68,2023-08-10
3059,Aggressive Growth,Retirement,3825030.11,2022-05-14
5081,Retirement Portfolio,Education,1183277.43,2020-12-17
5081,Dividend Income,Retirement,3204905.98,2025-10-24
4166,Aggressive Growth,Tax Saving,2285398.24,2024-01-31
4166,Balanced Portfolio,Income,3140616.28,2021-12-04
4166,Global Equity,Tax Saving,1027146.62,2024-02-24
5469,Long Term Growth,Retirement,3768448.47,2019-04-03
5469,Retirement Portfolio,Retirement,1089798.08,2018-12-16
5469,Emergency Fund,Tax Saving,3667476.77,2020-06-08
5469,Retirement Portfolio,Capital Appreciation,1450364.86,2019-03-23
5927,Tax Saving,Tax Saving,1315783.09,2023-10-10
5927,Tax Saving,Education,3682737.78,2019-03-22
5927,Emergency Fund,Retirement,4422089.24,2019-07-13
5927,Long Term Growth,Income,4493967.24,2023-05-28
7554,Emergency Fund,Retirement,2765993.26,2025-06-29
7554,Emergency Fund,Retirement,2214636.21,2020-07-02
7554,Wealth Creation,Tax Saving,2048302.61,2019-11-04
7554,Emergency Fund,Income,1703037.73,2020-09-16
7437,Balanced Portfolio,Wealth Creation,166276.49,2019-01-10
7437,Global Equity,Education,3628272.6,2023-06-13
5257,Dividend Income,Wealth Creation,4126687.56,2019-05-08
5257,Dividend Income,Retirement,486021.31,2022-11-02
4495,Balanced Portfolio,Wealth Creation,528302.98,2025-07-30
4495,Tax Saving,Wealth Creation,2582739.05,2023-07-23
4495,Tax Saving,Tax Saving,3046666.3,2025-11-12
6001,Aggressive Growth,Retirement,4914076.22,2020-11-23
6001,Education Fund,Retirement,2821622.45,2021-04-01
6001,Global Equity,Wealth Creation,140168.66,2022-06-20
7764,Dividend Income,Wealth Creation,539683.38,2024-01-22
7764,Dividend Income,Retirement,57989.86,2023-04-12
6638,Aggressive Growth,Income,4933639.94,2022-08-17
5937,Long Term Growth,Education,2540426.13,2024-04-18
6774,Aggressive Growth,Capital Appreciation,2507663.83,2021-05-27
6774,Global Equity,Wealth Creation,4338214.13,2020-05-07
6774,Global Equity,Income,1084308.17,2026-02-14
4685,Balanced Portfolio,Capital Appreciation,1332937.92,2022-08-06
4685,Long Term Growth,Wealth Creation,3314512.65,2019-03-16
4834,Dividend Income,Income,3419961.24,2024-12-17
4834,Education Fund,Education,288691.97,2024-02-08
4834,Global Equity,Retirement,3522645.59,2026-06-10
5514,Emergency Fund,Retirement,1880383.39,2019-08-05
4711,Wealth Creation,Income,1974973.85,2021-11-01
4711,Education Fund,Education,3537601.93,2026-03-19
4711,Retirement Portfolio,Retirement,2620442.73,2024-07-09
4711,Tax Saving,Retirement,1986167.35,2019-11-04
4167,Aggressive Growth,Capital Appreciation,1526499.81,2022-07-12
4167,Education Fund,Tax Saving,2574665.7,2020-06-02
4167,Long Term Growth,Capital Appreciation,1551850.15,2018-12-17
5020,Tax Saving,Wealth Creation,1256297.01,2025-10-21
5020,Long Term Growth,Capital Appreciation,4027967.34,2024-02-02
5020,Tax Saving,Retirement,4713502.55,2024-12-18
3733,Aggressive Growth,Income,4715492.63,2020-03-14
3733,Emergency Fund,Wealth Creation,4002232.87,2019-09-22
3778,Tax Saving,Income,111169.31,2022-01-10
3778,Education Fund,Education,2041571.9,2024-05-27
7207,Balanced Portfolio,Income,3818255.77,2022-05-01
7207,Retirement Portfolio,Wealth Creation,4746718.44,2024-04-28
7207,Balanced Portfolio,Education,901473.28,2026-04-11
5882,Global Equity,Retirement,862966.98,2021-10-13
3950,Wealth Creation,Wealth Creation,1751528.96,2022-05-25
3950,Dividend Income,Wealth Creation,2361329.24,2020-12-27
3950,Balanced Portfolio,Education,236978.61,2024-07-02
6322,Aggressive Growth,Income,4605773.7,2026-03-09
6322,Global Equity,Tax Saving,176999.4,2021-10-10
6322,Education Fund,Wealth Creation,2434490.75,2020-06-05
5072,Emergency Fund,Education,4230291.58,2018-07-19
7469,Dividend Income,Tax Saving,1863446.79,2026-04-28
7469,Long Term Growth,Education,1247381.48,2018-07-13
7469,Retirement Portfolio,Capital Appreciation,2903327.52,2025-10-07
7469,Education Fund,Retirement,607530.82,2024-12-12
3083,Education Fund,Wealth Creation,4370155.15,2023-09-03
3083,Education Fund,Income,3531243.87,2024-05-05
7216,Global Equity,Capital Appreciation,1345618.36,2023-03-18
7216,Wealth Creation,Tax Saving,709871.65,2021-09-04
7216,Emergency Fund,Income,3416271.25,2021-11-20
6374,Emergency Fund,Education,313790.06,2023-09-20
6374,Aggressive Growth,Tax Saving,4183423.03,2024-04-05
4417,Global Equity,Education,4197089.14,2022-06-10
7021,Tax Saving,Education,390752.44,2021-01-14
7021,Emergency Fund,Wealth Creation,303086.19,2020-06-05
3968,Wealth Creation,Education,1594930.34,2018-10-17
3968,Emergency Fund,Retirement,1799872.88,2024-09-11
3968,Dividend Income,Income,2278963.98,2019-01-28
3968,Dividend Income,Capital Appreciation,3585783.77,2022-11-22
4810,Wealth Creation,Education,1843071.46,2025-09-29
4810,Dividend Income,Tax Saving,2982311.58,2023-07-05
4810,Wealth Creation,Wealth Creation,3859868.87,2023-05-14
4810,Wealth Creation,Education,1257294.65,2019-04-16
6687,Tax Saving,Retirement,2823443.91,2021-08-21
6241,Balanced Portfolio,Tax Saving,2424473.98,2024-04-22
3296,Education Fund,Retirement,4812360.27,2020-11-06
3296,Dividend Income,Capital Appreciation,1920838.29,2018-08-08
3839,Aggressive Growth,Capital Appreciation,1150927.8,2020-04-01
2981,Tax Saving,Wealth Creation,1768959.94,2018-11-10
3576,Long Term Growth,Income,2462733.06,2019-10-12
4482,Aggressive Growth,Tax Saving,3794459.77,2021-06-30
4482,Long Term Growth,Income,2812701.58,2021-04-17
4482,Tax Saving,Education,138940.1,2024-04-16
6077,Wealth Creation,Wealth Creation,2159246.69,2024-07-01
6077,Long Term Growth,Education,4396224.48,2019-03-05
6077,Wealth Creation,Retirement,2592921.16,2024-08-14
6077,Emergency Fund,Education,1748007.87,2021-12-20
6988,Retirement Portfolio,Education,4859313.57,2019-08-24
6988,Dividend Income,Tax Saving,211836.96,2019-01-29
4041,Education Fund,Income,4220899.99,2022-09-01
4041,Aggressive Growth,Income,2742691.35,2021-10-24
4041,Retirement Portfolio,Capital Appreciation,2741260.78,2021-10-06
4041,Tax Saving,Capital Appreciation,3474088.54,2019-02-05
7195,Tax Saving,Education,108977.04,2024-09-18
7195,Education Fund,Retirement,3037193.86,2023-05-26
7195,Aggressive Growth,Wealth Creation,3543583.99,2023-07-22
7195,Wealth Creation,Capital Appreciation,967808.85,2026-03-10
4873,Emergency Fund,Wealth Creation,3122029.57,2021-04-22
4873,Balanced Portfolio,Income,3606198.58,2022-05-26
4873,Tax Saving,Tax Saving,4750628.25,2022-07-14
4873,Balanced Portfolio,Education,4593890.09,2020-01-12
5650,Emergency Fund,Tax Saving,3434393.44,2018-12-11
5650,Global Equity,Retirement,3698439.97,2025-08-27
5650,Global Equity,Wealth Creation,434563.97,2026-04-24
5650,Aggressive Growth,Capital Appreciation,400936.31,2020-07-05
5372,Balanced Portfolio,Capital Appreciation,647548.15,2026-01-12
5372,Balanced Portfolio,Capital Appreciation,4444284.14,2019-02-01
7769,Tax Saving,Education,1538770.19,2024-04-14
4551,Emergency Fund,Capital Appreciation,2035384.64,2024-07-09
4551,Education Fund,Tax Saving,3847532.28,2018-11-08
4551,Retirement Portfolio,Wealth Creation,675685.43,2026-01-24
5848,Wealth Creation,Capital Appreciation,1073415.12,2022-11-09
5848,Tax Saving,Education,502367.47,2021-07-29
5848,Balanced Portfolio,Income,3528715.56,2024-11-09
3260,Dividend Income,Income,3403304.7,2025-12-05
6607,Global Equity,Capital Appreciation,2200634.43,2025-10-25
6607,Aggressive Growth,Capital Appreciation,3007663.6,2019-02-12
6607,Long Term Growth,Income,244024.62,2020-05-25
2976,Emergency Fund,Capital Appreciation,1435855.16,2018-11-09
2976,Global Equity,Wealth Creation,2960241.69,2024-09-14
2976,Tax Saving,Wealth Creation,2213566.8,2019-03-16
4883,Tax Saving,Wealth Creation,982869.02,2023-10-16
4883,Aggressive Growth,Tax Saving,3803076.38,2026-03-14
7246,Aggressive Growth,Wealth Creation,168450.88,2024-01-22
5837,Education Fund,Wealth Creation,408228.62,2020-05-29
5985,Education Fund,Tax Saving,1752251.05,2021-08-19
5985,Wealth Creation,Retirement,4368845.08,2019-11-26
5985,Emergency Fund,Wealth Creation,2728732.2,2024-10-22
5985,Long Term Growth,Education,4706901.51,2020-10-07
5156,Long Term Growth,Tax Saving,2361497.92,2023-04-23
5173,Education Fund,Wealth Creation,1152813.98,2024-09-13
6108,Long Term Growth,Wealth Creation,461175.59,2024-02-22
6108,Long Term Growth,Tax Saving,4248797.04,2018-12-07
6108,Global Equity,Education,2011475.23,2022-09-07
5340,Global Equity,Capital Appreciation,2959818.35,2026-05-24
5340,Global Equity,Tax Saving,4748239.54,2024-05-03
7596,Aggressive Growth,Income,4088450.62,2024-05-07
7636,Tax Saving,Capital Appreciation,3460769.59,2019-05-18
5039,Balanced Portfolio,Tax Saving,533544.94,2019-09-02
5039,Education Fund,Retirement,463668.63,2021-12-16
5039,Retirement Portfolio,Tax Saving,3362703.84,2020-12-30
5039,Global Equity,Tax Saving,602696.04,2023-02-23
4570,Long Term Growth,Retirement,2740149.67,2025-11-10
4570,Global Equity,Tax Saving,2399753.54,2020-01-24
4570,Global Equity,Education,4376438.39,2020-10-06
4570,Emergency Fund,Capital Appreciation,1780421.22,2021-05-26
7309,Dividend Income,Capital Appreciation,495456.98,2023-09-28
3985,Emergency Fund,Tax Saving,367935.12,2025-07-07
4977,Wealth Creation,Retirement,3256448.93,2024-01-29
3222,Wealth Creation,Retirement,3061437.43,2020-05-03
3222,Tax Saving,Income,1203848.88,2023-01-01
3222,Retirement Portfolio,Wealth Creation,3974601.4,2024-10-18
3222,Wealth Creation,Tax Saving,4645681.51,2019-04-30
7305,Emergency Fund,Wealth Creation,1062374.51,2022-08-20
7305,Balanced Portfolio,Capital Appreciation,4009472.31,2019-11-01
7305,Wealth Creation,Capital Appreciation,2669547.17,2021-01-20
7305,Balanced Portfolio,Income,688076.42,2020-06-13
6492,Long Term Growth,Education,3636407.67,2023-12-05
6492,Wealth Creation,Education,4704107.7,2023-01-27
6409,Education Fund,Income,4345433.66,2022-05-08
3895,Tax Saving,Capital Appreciation,2230855.84,2024-03-20
3895,Wealth Creation,Wealth Creation,3913542.28,2026-04-22
3895,Aggressive Growth,Tax Saving,2867781.41,2019-04-27
6970,Long Term Growth,Retirement,2050200.37,2020-03-13
6970,Long Term Growth,Tax Saving,389443.98,2025-12-05
6970,Aggressive Growth,Income,4996020.51,2022-03-23
3685,Global Equity,Tax Saving,928177.32,2022-08-04
3685,Retirement Portfolio,Capital Appreciation,4359374.98,2026-05-26
3685,Retirement Portfolio,Capital Appreciation,2429012.52,2021-03-03
5036,Aggressive Growth,Education,2290219.99,2026-02-05
5036,Tax Saving,Capital Appreciation,3841223.44,2020-01-20
5036,Global Equity,Income,302258.86,2024-06-25
5036,Balanced Portfolio,Capital Appreciation,1082305.43,2022-10-14
7546,Education Fund,Tax Saving,1335426.91,2025-02-04
7546,Tax Saving,Tax Saving,2690025.97,2024-07-07
7546,Long Term Growth,Tax Saving,1865026.87,2019-06-26
3771,Emergency Fund,Education,2987924.3,2022-12-13
5266,Long Term Growth,Capital Appreciation,273490.25,2022-12-24
5266,Retirement Portfolio,Capital Appreciation,4420102.12,2022-08-23
5266,Emergency Fund,Tax Saving,2134223.21,2023-04-08
5266,Long Term Growth,Tax Saving,704133.72,2023-01-30
5318,Balanced Portfolio,Wealth Creation,1965574.8,2022-12-16
5318,Tax Saving,Capital Appreciation,1858846.21,2024-05-12
6484,Aggressive Growth,Education,2175381.85,2019-10-30
6484,Long Term Growth,Tax Saving,3648189.42,2023-10-16
6484,Retirement Portfolio,Tax Saving,1425650.55,2024-07-19
6484,Dividend Income,Education,1326217.39,2024-06-22
7236,Balanced Portfolio,Capital Appreciation,947624.99,2021-01-18
7236,Education Fund,Wealth Creation,3698701.45,2023-11-03
7236,Global Equity,Wealth Creation,3438679.4,2023-11-30
7236,Global Equity,Tax Saving,4208664.78,2018-09-14
6886,Global Equity,Income,57102.13,2025-12-02
6886,Retirement Portfolio,Education,1821095.71,2021-04-20
6886,Emergency Fund,Retirement,1396873.55,2020-09-08
7367,Wealth Creation,Tax Saving,1141965.08,2023-02-12
7367,Tax Saving,Income,1900473.48,2019-08-30
7755,Emergency Fund,Income,3451303.42,2022-08-03
7755,Tax Saving,Education,3494217.07,2019-04-21
7755,Dividend Income,Wealth Creation,685396.37,2025-07-31
7755,Emergency Fund,Retirement,3881386.45,2024-03-04
5540,Tax Saving,Retirement,1502999.59,2019-04-28
5540,Emergency Fund,Tax Saving,3436157.86,2021-09-16
5540,Aggressive Growth,Education,967343.62,2024-09-26
5540,Retirement Portfolio,Tax Saving,4285607.05,2023-01-05
6411,Long Term Growth,Income,4082460.0,2019-09-02
6411,Retirement Portfolio,Tax Saving,404055.28,2022-10-27
6411,Balanced Portfolio,Tax Saving,438725.21,2025-03-28
6411,Aggressive Growth,Wealth Creation,1610992.52,2023-02-19
3736,Retirement Portfolio,Retirement,3237649.64,2024-01-01
3736,Retirement Portfolio,Capital Appreciation,2190239.6,2020-06-07
3736,Long Term Growth,Education,2485363.11,2022-05-30
6553,Balanced Portfolio,Tax Saving,1753977.48,2024-02-29
6553,Global Equity,Retirement,4410818.28,2019-08-30
6553,Long Term Growth,Wealth Creation,4984678.75,2023-08-10
5157,Emergency Fund,Capital Appreciation,1305452.95,2026-04-17
5157,Balanced Portfolio,Capital Appreciation,3798132.15,2024-08-28
5157,Long Term Growth,Retirement,2020642.52,2026-04-20
5157,Tax Saving,Income,4036109.23,2025-06-30
4625,Global Equity,Income,1630534.56,2021-04-10
4101,Retirement Portfolio,Wealth Creation,959583.68,2024-11-14
4418,Aggressive Growth,Retirement,3600127.57,2025-06-06
4418,Balanced Portfolio,Education,2369645.93,2021-05-04
4418,Education Fund,Retirement,1691659.65,2019-12-29
6752,Dividend Income,Income,4169493.66,2024-01-07
6752,Balanced Portfolio,Capital Appreciation,4109881.1,2021-07-29
6752,Long Term Growth,Capital Appreciation,4086092.05,2024-12-30
6752,Aggressive Growth,Tax Saving,3654135.67,2025-05-08
5227,Tax Saving,Income,2148492.55,2020-04-28
5227,Dividend Income,Income,899808.24,2025-10-25
7393,Long Term Growth,Capital Appreciation,2827426.75,2025-06-13
7393,Education Fund,Capital Appreciation,2406918.37,2023-01-13
7393,Wealth Creation,Retirement,4616823.08,2022-09-12
7393,Aggressive Growth,Wealth Creation,899716.46,2020-08-22
6402,Global Equity,Tax Saving,3357565.23,2021-05-17
6402,Balanced Portfolio,Tax Saving,1118122.68,2023-04-19
